#TAXONOMY	Domain	Phylum	Class	Order	Family	Genus	Species
MJ033-1-barcode37-umi2124bins-ubs-173	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Dinghuibacter	 
MJ033-1-barcode32-umi17122bins-ubs-15	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
MJ033-1-barcode33-umi13823bins-ubs-24	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Puia	 Puia sp001898505
GQ845011	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Nevskiales	 Nevskiaceae	 Nevskia_608436	 Nevskia soli
MJ030-1-barcode25-umi21193bins-ubs-25	Bacteria	 Bacillota_C	 Negativicutes	 Sporomusales_C_40889	 Sporomusaceae_40889	 Sporomusa	 Sporomusa ovata
MJ034-1-barcode48-umi15762bins-ubs-17	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 	 	 
MJ034-1-barcode34-umi1830bins-ubs-239	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 	 
MJ020-1-barcode44-umi3507bins-ubs-80	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Niastella	 
MJ033-1-barcode34-umi1446bins-ubs-217	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 DSM-16500	 DSM-16500	 Aquicella_A	 
MJ031-1-barcode42-umi30848bins-ubs-8	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 M3007	 M3007 sp003448025
MJ030-2-barcode65-umi76990bins-ubs-7	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA117	 Angelobacter	 Angelobacter sp003223515
MJ030-1-barcode25-umi37659bins-ubs-14	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
GB-GCA-016742215.1-JACVCC010000002.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas sp001425945
MJ030-2-barcode58-umi50994bins-ubs-13	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Symbiobacter	 Symbiobacter mobilis
MJ033-1-barcode33-umi40649bins-ubs-3	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 UBA4665	 PMNU01	 
MJ033-1-barcode34-umi4493bins-ubs-90	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Noviherbaspirillum_A_569121	 
MJ030-2-barcode65-umi89197bins-ubs-7	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
MJ030-2-barcode65-umi32774bins-ubs-21	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
MJ030-2-barcode65-umi112543bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 Palsa-89	 Palsa-89 sp003166865
AB252201	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 Methylobacterium	 Methylobacterium radiotolerans
KP993300	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Pleomorphomonadaceae	 Pleomorphomonas	 Mongoliimonas terrestris
MJ030-1-barcode42-umi38265bins-ubs-13	Bacteria	 Bacteroidota	 Bacteroidia	 B-17B0	 B-17BO	 	 
MJ031-1-barcode30-umi27127bins-ubs-11	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 Pedosphaeraceae	 Pedosphaera	 Pedosphaera sp000172555
KF494805	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Micromonosporaceae	 Micromonospora_H_372070	 Micromonospora_H_372070 lupini_A
MJ010-2-barcode64-umi85975bins-ubs-6	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Pluralibacter_724998	 Kluyvera georgiana
MJ033-1-barcode34-umi21842bins-ubs-13	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavipsychrobacter	 Flavipsychrobacter stenotrophus
FJ267649	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Herbaspirillum	 Herbaspirillum seropedicae
AB231946	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 Alsobacter	 Alsobacter soli
MK382982	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 TH1-2	 Vitreimonas	 Vitreimonas sp001464425
G900117415	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Hyphomicrobiaceae	 Ga0077530	 Ga0077530 sp900117415
AB089485	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Lampropedia	 Lampropedia hyalina
MJ006-1-barcode28-umi157746bins-ubs-3	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Oscillospirales	 Ruminococcaceae	 Gemmiger_A_73129	 Gemmiger_A_73129 qucibialis
MJ020-1-barcode31-umi97883bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Noviherbaspirillum_A_569121	 
GB-GCA-016219575.1-JACRMG010000023.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Xanthobacteraceae	 Bradyrhizobium_503403	 Bradyrhizobium elkanii_A_502894
GB-GCA-014647715.1-BMPS01000099.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_660879	 Moraxellaceae	 Moraxella_A	 
MJ030-2-barcode65-umi57965bins-ubs-10	Bacteria	 Myxococcota_A_473307	 Polyangia_463783	 Haliangiales_463188	 Haliangiaceae_463185	 JABFXX01	 JABFXX01 sp005887925
MJ034-1-barcode29-umi11177bins-ubs-31	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 Pedosphaeraceae	 Pedosphaera	 Pedosphaera sp000172555
G002632325	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dokdonella_A	 Dokdonella_A sp002632325
MJ007-1-barcode25-umi827bins-ubs-288	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 OLB11	 OLB11 sp001567165
MJ031-1-barcode34-umi1151bins-ubs-259	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_AN	 
MJ030-1-barcode25-umi95028bins-ubs-4	Bacteria	 Nitrospirota_A_437815	 Nitrospiria	 Nitrospirales	 Nitrospiraceae	 Nitrospira_C	 
AJ784400	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Curtobacterium	 Curtobacterium pusillum
MJ030-1-barcode42-umi111515bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 Azonexus	 
MJ030-1-barcode42-umi108187bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 SG8-41	 UBA5216	 UBA5216 sp902825845
MJ033-1-barcode34-umi10437bins-ubs-29	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ034-2-barcode59-umi16384bins-ubs-4	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 UBA9219	 UBA9219	 UBA8914	 UBA8914 sp009779135
MJ033-1-barcode34-umi36716bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Ramlibacter_588642	 
GQ245981	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Comamonas_C	 Comamonas_C zonglianii
MJ031-1-barcode30-umi28005bins-ubs-10	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 SG8-41	 UBA5216	 UBA5216 sp902825845
MJ030-2-barcode65-umi20951bins-ubs-34	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 Pedosphaeraceae	 Pedosphaera	 Pedosphaera sp000172555
MJ034-1-barcode40-umi24381bins-ubs-6	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 DSM-16500	 DSM-16500	 UBA4722	 UBA4722 sp002404295
MJ030-1-barcode42-umi121127bins-ubs-3	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_H_361473	 Bacillaceae_D_361233	 Alkalicoccobacillus	 Alkalicoccobacillus porphyridii
AB594201	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Pseudoroseomonas	 Pseudoroseomonas sp000245075
HM776997	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 Allorhizobium_500055	 Allorhizobium ampelinum
MJ033-1-barcode36-umi4070bins-ubs-99	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 	 	 
MJ034-1-barcode48-umi13915bins-ubs-24	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 Flavisolibacter_B nicotianae
KU312690	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomonas_N_483429	 Sphingomonas_Q naphthae
MJ033-1-barcode36-umi40680bins-ubs-3	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 	 	 
AB021393	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Xanthobacteraceae	 Afipia	 Afipia felis
AB249964	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Streptomycetaceae_400641	 Streptomyces_400158	 Streptomyces erringtonii
AB547446	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Dysgonomonadaceae	 Dysgonomonas	 Dysgonomonas mossii
MJ031-1-barcode30-umi4707bins-ubs-97	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 	 
MJ009-1-barcode27-umi98219bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Edaphobacter_415416	 
MT878401	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomonas_L_486704	 Sphingomonas_L_486704 sp001421805
MJ033-1-barcode32-umi3119bins-ubs-126	Bacteria	 Bdellovibrionota_473306	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 Bdellovibrio bacteriovorus_E
MJ033-1-barcode36-umi2939bins-ubs-134	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 
MJ030-2-barcode65-umi40263bins-ubs-17	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Koribacteraceae	 Bog-257	 Bog-257 sp003152695
G009708035	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Hyphomicrobiaceae	 Hyphomicrobium_A_496632	 Hyphomicrobium_A album
MJ031-1-barcode35-umi10775bins-ubs-53	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_660879	 Moraxellaceae	 Acinetobacter	 Acinetobacter johnsonii
MJ020-1-barcode44-umi83193bins-ubs-4	Bacteria	 Chloroflexota	 Dehalococcoidia	 	 	 	 
GB-GCA-016839025.1-JADLKK010000299.1	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_A	 Planococcaceae	 Solibacillus	 Solibacillus silvestris
MJ030-1-barcode25-umi5175bins-ubs-61	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Niastella	 Niastella hibisci
MJ020-2-barcode70-umi28242bins-ubs-18	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Acetivibrionales	 DSM-27016	 Ruminiclostridium	 Ruminiclostridium hungatei
GQ339892	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Marmoricola_A_392027	 Marmoricola_A_392027 ginsengisoli
RS-GCF-000519245.1-NZ-JAFD01000235.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Paraburkholderia_580243	 Paraburkholderia phymatum
RS-GCF-005406225.1-NZ-NXLY01000042.1	Bacteria	 Campylobacterota_A	 Campylobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter_D	 Campylobacter_D aviculae
MJ033-1-barcode37-umi14331bins-ubs-19	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_660879	 	 	 
MJ030-2-barcode50-umi52320bins-ubs-12	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 	 
MJ034-1-barcode40-umi2945bins-ubs-152	Bacteria	 Bacteroidota	 Bacteroidia	 NS11-12g_892060	 UKL13-3	 UKL13-3	 UKL13-3 sp001602415
RS-GCF-000020805.1-NC-011145.1--2	Bacteria	 Myxococcota_A_473307	 Myxococcia	 Myxococcales	 Anaeromyxobacteraceae	 Anaeromyxobacter_A	 Anaeromyxobacter_A dehalogenans
MJ009-2-barcode72-umi59267bins-ubs-13	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 Chryseolinea serpens
MJ020-2-barcode52-umi2632bins-ubs-197	Bacteria	 Cyanobacteriota	 Cyanobacteriia	 Cyanobacteriales	 Coleofasciculaceae	 Caldora	 Caldora sp010672925
MJ031-1-barcode30-umi39533bins-ubs-3	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Chthoniobacteraceae	 VFJQ01	 VFJQ01 sp009885995
MJ009-1-barcode40-umi22393bins-ubs-16	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Hanamia	 Hanamia caeni
MJ030-2-barcode65-umi21610bins-ubs-30	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 	 	 
GQ383922	Bacteria	 Bacillota_I	 Bacilli_A	 Paenibacillales	 Paenibacillaceae_367444	 Pristimantibacillus	 Pristimantibacillus algorifonticola
MJ033-1-barcode37-umi13094bins-ubs-21	Bacteria	 Bdellovibrionota_473306	 Oligoflexia	 Oligoflexales	 Oligoflexaceae	 Oligoflexus	 Oligoflexus tunisiensis
KJ123751	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus_B	 Deinococcus_B gobiensis
KC551774	Bacteria	 Campylobacterota_A	 Campylobacteria	 Campylobacterales	 Arcobacteraceae	 Aliarcobacter_475806	 Aliarcobacter lanthieri
G001428365	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Micrococcaceae	 Arthrobacter_E_385749	 Arthrobacter_E_385749 sp001428365
RS-GCF-016735455.1-NZ-JAERRC010000003.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Micrococcaceae	 Sinomonas	 Sinomonas atrocyanea
MJ034-2-barcode50-umi1192bins-ubs-354	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 OLB17 sp001567505
MJ030-2-barcode65-umi32137bins-ubs-23	Bacteria	 Eremiobacterota	 Eremiobacteria	 Baltobacterales	 Baltobacteraceae	 Zemynaea	 Zemynaea palustris
AF277195	Bacteria	 Actinomycetota	 Actinomycetes	 Streptosporangiales	 Streptosporangiaceae	 Spirillospora_393771	 Spirillospora madurae
RS-GCF-005222755.1-NZ-STGD01000039.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Neoroseomonas	 Neoroseomonas marina
MJ030-2-barcode65-umi49530bins-ubs-13	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Rudaea	 
MJ020-1-barcode34-umi17760bins-ubs-22	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium akiainvivens
MJ032-2-barcode60-umi98054bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella ornithinolytica
MJ034-1-barcode30-umi20046bins-ubs-10	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 SG8-39	 VBDM01	 VBDM01 sp005881575
MJ006-2-barcode69-umi142509bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_650611	 Pseudomonadaceae	 Pseudomonas_E_648040	 Pseudomonas_E_648040 mendocina
MJ033-1-barcode32-umi11014bins-ubs-27	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
RS-GCF-003284965.1-NZ-QMEW01000069.1	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium rhodesiae_A
JN873308	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Streptomycetaceae_400641	 Streptomyces_400150	 Streptomyces sp000721265
KY971954	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_H_361473	 Salisediminibacteriaceae	 Salipaludibacillus_361400	 Salipaludibacillus halalkaliphilus
MJ033-1-barcode32-umi4740bins-ubs-83	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga sp001975825
FM998000	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Nocardioides_A_392796	 Nocardioides_A_392796 ultimimeridianus
MJ030-1-barcode25-umi12878bins-ubs-33	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 	 
AY534887	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Phenylobacterium	 Phenylobacterium sp002256425
RS-GCF-003116035.1-NZ-LGQW01000006.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Azospirillales_507929	 Azospirillaceae_507917	 Azospirillum	 Azospirillum palustre
GB-GCA-018382355.1-JAGZQD010000022.1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Dysgonomonadaceae	 Dysgonomonas	 Dysgonomonas capnocytophagoides
MJ030-2-barcode74-umi64867bins-ubs-10	Bacteria	 Planctomycetota	 Phycisphaerae	 Tepidisphaerales	 Tepidisphaeraceae	 UBA2421	 
MJ031-2-barcode52-umi48088bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Telluria_573210	 Telluria sp001412595
AB208718	Bacteria	 Actinomycetota	 Actinomycetes	 Streptosporangiales	 Streptosporangiaceae	 Sphaerisporangium_394618	 Sphaerisporangium melleum
AF273080	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas_A_615274	 Stenotrophomonas_A_615274 acidaminiphila
MJ034-1-barcode48-umi11919bins-ubs-28	Bacteria	 Acidobacteriota	 Terriglobia	 Versatilivoradales	 	 	 
ARBI01000033	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Pseudonocardiaceae	 Actinomycetospora	 Actinomycetospora chiangmaiensis
MJ031-1-barcode42-umi36772bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 	 
G000349545	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Leucobacter	 Leucobacter muris
MJ033-1-barcode37-umi442bins-ubs-419	Bacteria	 Bacteroidota	 Bacteroidia	 NS11-12g_892060	 	 	 
KJ577584	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 Phyllobacterium_498579	 Tianweitania sediminis
G001040945	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Herbaspirillum	 Herbaspirillum seropedicae
MJ010-2-barcode71-umi123413bins-ubs-4	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Terrimonas_942023	 Terrimonas crocea
RS-GCF-007795095.1-NZ-CP042218.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Luteimonas_D	 Luteimonas_D arsenica
MJ033-1-barcode34-umi6325bins-ubs-60	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Granulicella_C_416634	 Granulicella_C_416634 elongata
EU672807	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Pseudoduganella_570666	 Pseudoduganella violaceinigra
X99299	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas_A_614442	 Xanthomonas_A_614442 translucens
MJ031-2-barcode69-umi13949bins-ubs-32	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Telluria_573210	 Telluria sp001412595
MJ030-2-barcode65-umi131551bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ033-1-barcode34-umi1997bins-ubs-174	Bacteria	 Cyanobacteriota	 Vampirovibrionia	 Vampirovibrionales	 Vampirovibrionaceae	 Vampirovibrio	 Vampirovibrio chlorellavorus
MJ034-2-barcode50-umi4139bins-ubs-79	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 
GB-GCA-010026445.1-RGYA01000438.1	Bacteria	 Actinomycetota	 Acidimicrobiia_401430	 IMCC26256	 PALSA-555	 SHUY01	 
AB245375	Bacteria	 Bacillota_I	 Bacilli_A	 Tumebacillales	 	 	 Tumebacillus ginsengisoli
MJ034-1-barcode48-umi14748bins-ubs-21	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cytophagaceae	 Sporocytophaga	 
MJ033-1-barcode36-umi10302bins-ubs-29	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavipsychrobacter	 Flavipsychrobacter soli
MJ033-1-barcode36-umi14993bins-ubs-19	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 
MJ009-2-barcode67-umi128463bins-ubs-4	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Aquiluna	 Aquiluna sp009923455
G004379135	Bacteria	 Actinomycetota	 Acidimicrobiia_401430	 Acidimicrobiales	 Ilumatobacteraceae	 Casp-actino8	 Casp-actino8 sp004379135
MJ032-2-barcode60-umi11998bins-ubs-41	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Weeksellaceae	 Moheibacter	 Moheibacter sediminis
MJ030-2-barcode65-umi3148bins-ubs-81	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA117	 Angelobacter	 Angelobacter sp003223515
MJ034-2-barcode50-umi3287bins-ubs-113	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Ferruginibacter	 Ferruginibacter profundus
MJ033-1-barcode45-umi15567bins-ubs-19	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 
MJ033-1-barcode47-umi1852bins-ubs-190	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Puia	 Puia sp003168265
MJ033-1-barcode49-umi24687bins-ubs-10	Bacteria	 Acidobacteriota	 Terriglobia	 Versatilivoradales	 	 	 
AB109209	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_B_306087	 DSM-1321	 Peribacillus_A_301373	 Peribacillus_A_301373 asahii
MJ033-1-barcode34-umi14235bins-ubs-19	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA117	 Angelobacter	 Angelobacter sp003223515
AB180773	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Catenulisporaceae	 Catenulispora	 Catenulispora acidiphila
GB-GCA-016702615.1-JADJDR010000004.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Kineosporiaceae	 	 
RS-GCF-011022235.1-NZ-JAAIYP010000015.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodospirillales_A_505895	 Magnetospirillaceae	 Magnetospirillum_505511	 Magnetospirillum gryphiswaldense
MJ030-2-barcode58-umi86815bins-ubs-5	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prolixibacteraceae	 Mariniphaga	 Mariniphaga anaerophila
RS-GCF-006716945.1-NZ-VFPX01000010.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermatophilaceae	 Terrabacter	 Terrabacter terrae
MJ033-1-barcode37-umi4863bins-ubs-86	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Ferruginibacter	 
MJ031-1-barcode42-umi39644bins-ubs-3	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 GCA-002050365	 GCA-002050365 sp002050355
MJ033-1-barcode34-umi43251bins-ubs-3	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 	 	 
MJ033-1-barcode44-umi32105bins-ubs-6	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Paraflavitalea	 Paraflavitalea devenefica
HM770864	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium rhodesiae_A
G007829525	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 VLJP01	 VLJP01 sp007829525
MJ034-1-barcode48-umi11214bins-ubs-32	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 UBA11358	 UBA11358	 UBA11358 sp003455565
MJ034-2-barcode65-umi7918bins-ubs-29	Bacteria	 Acidobacteriota	 Blastocatellia	 UBA7656	 UBA7656	 QHVH01	 QHVH01 sp003222245
RS-GCF-014653095.1-NZ-BNAC01000011.1	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Geodermatophilaceae	 Klenkia	 Klenkia sp001424455
MJ034-1-barcode31-umi18722bins-ubs-12	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Dongiales	 Dongiaceae	 Hypericibacter	 
RS-GCF-003633655.1-NZ-RBLF01000001.1--4	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Rhodococcus_376336	 Rhodococcus pyridinivorans
